,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
354,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000980531546151169,0.00135204564506098,0.00245579567779961,0.00220735933602631,0.0109315004850853,0.0122159019720851,0.026098742218571,0.0274356025440286,0.0511753703177735,0.125100316291366,0.208563283381976,0.219811372646918,0.224118661799183,0.443593455118456,0.520284787462611,0.677184016212972,0.848154469600427,1.05433464907496,1.24957784532253,1.54054461920252,1.98414544627441,2.33837605623371,2.74165885743586,3.32649443694661,3.47809306770565,3.95473022774481,4.64360860478928,4.96065332607863,5.1736825587741,5.36101124797904,..,..,..,..,..
355,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,3000000,6000000,6000000,32000000,39000000,88000000,99000000,200000000,530000000,924000000,1039000000,1129000000,2421000000,2964000000,3983000000,5178000000,6862000000,8547000000,11025000000,15353000000,19258000000,23259000000,30514000000,34065000000,42495000000,52150000000,59079000000,66931000000,74143000000,..,..,..,..,..
380,..,9.76203165088364,9.23209967123931,9.83158103435527,9.08181499058494,7.29555219454006,8.57358431420058,8.77717111861378,7.48405502656035,9.90265072769737,9.46323166935315,7.80956566220364,6.55287503596196,4.81567441181247,4.00055812008936,6.31566543458939,5.30091620487626,5.94714357135001,6.18423500802566,7.61527291287209,8.25988779306431,8.79744283202606,11.0455206943752,11.9849932269031,12.1973688528248,13.0550774850558,14.25698889967,14.934121714559,17.2303762553765,20.0624132223184,20.445539766836,20.0804608403129,20.35277550025,19.6633459954458,21.3806383583362,22.0526526294066,23.4692417084857,24.9696072286141,25.7939794568048,27.4526763012847,28.3476087460204,29.3820419925036,31.4965222820749,32.4755540414775,34.3055237512019,..,..,..,..,..,..
382,10.777407657871,10.7707394870309,11.0657761948896,11.0016666097184,11.4062103407892,11.806917232065,11.8528538245886,11.6640579564258,11.4033571523434,11.4663860284323,11.7487125865374,12.1403453524407,12.2903913148087,12.3363330027045,12.6810497509276,12.7230650492697,13.8875368753187,15.2920494843381,16.474952756678,17.3737741832545,12.6583004935532,12.8147881861011,12.9905683373648,13.1428571428571,13.3112704541276,13.2006020054761,13.0541784071049,12.9683149473091,12.8167818600703,12.727334941573,12.6967150496562,13.1393980158063,13.8278559188313,14.1768725668744,14.5436259315439,14.7385026479726,14.930863884308,15.0486795856792,15.2740410485049,..,..,..,..,..,..,..,..,..,..,..,..
383,..,267.347562084325,267.308741782678,268.60274134544,272.713551754818,275.907783449571,280.447908915716,281.947670825747,279.380856457616,285.537779387628,286.163833111389,293.741758467434,298.083940563392,300.702227468504,306.066707101264,314.898045822356,318.867320406708,323.883124469127,334.256824699091,342.700995958103,350.075733460848,357.366762834635,363.078344788493,364.514499446781,371.225914127569,385.09185736623,389.426516032456,397.378185506455,399.498829204299,414.96249255415,417.287588979865,416.014440832226,421.270490829666,424.294344834093,439.703004540807,449.76585702652,466.138261080584,485.099628652313,501.559636179128,544.626597293667,561.653405869891,577.994426290311,599.155619780044,605.794037758373,636.57183398644,..,..,..,..,..,..
389,..,..,..,..,8.73291191537275,10.1123721143245,10.6293661862446,10.5053165032313,11.2699438975205,12.3144477460542,11.702478124128,11.3760338673946,11.9598728187449,12.077792698631,13.1429596851194,14.3789451249266,15.338638235911,15.7672189200633,15.5195025033347,15.9715336419757,15.4842170785748,15.3389795291726,15.1164759560621,15.1451081260718,14.6032865298017,14.2457256100819,14.0807105426393,14.5974822994352,14.4076302286167,14.8040380607811,15.4104025950524,15.5456255204777,16.0529482128082,15.5775937223536,15.1334829998657,15.1739835904273,15.1894795636051,15.2578600235882,17.2276704329522,16.8518927116795,16.5051359514265,14.4898394030446,16.1667124043572,16.6386825486976,14.8031376442025,15.1256903622833,15.2719500252282,15.6141099220975,15.673673712955,..,..
390,..,..,..,..,69320000000,86170000000,97590000000,109280000000,126980000000,152160000000,172100000000,196550000000,231130000000,271840000000,331450000000,409130000000,488330000000,570560000000,666350000000,787840000000,892060000000,1015840000000,1150660000000,1326700000000,1500590000000,1717440000000,1964000000000,2255740000000,2553460000000,2943430000000,3297650000000,3599190000000,4001380000000,4350090000000,4822030000000,5511380000000,6462560000000,7474310000000,9499600000000,10728600000000,12600800000000,12658800000000,16076200000000,18691100000000,18456491755000,20830910000000,23506080000000,26684580000000,29602800000000,..,..
391,..,..,..,..,..,..,..,..,..,..,96,91,94,94,96,98,98,99,120,123,121,117,117,112,114,108,103,117,107,101,100,94.3,91.8482,103.8803142,116.3186453,124.3446319,136.0330272,146.3715373,162.3260349,146.0934314,159.5340271,185.6976075,185.3262123,181.2490356,176.8376585,149.6595413,143.7132259,153.0997811,160.3732843,155.6997936,..
392,..,..,..,..,..,..,..,..,..,..,20.2588056,19.57394294,22.08125193,21.58539664,22.30180772,21.56609477,22.17818605,26.65900569,31.22632984,37.45106691,42.40065315,41.82891176,46.31388437,50.90126548,59.04250424,72.27585165,78.11620296,82.60660275,78.89936832,84.16066334,100,102.3164611,116.2123961,139.1313684,180.8632988,235.0581534,287.4226332,354.3206235,459.7251488,389.1255873,534.1083973,714.7484503,700.4084541,742.9281276,761.4417416,632.2694275,624.2249798,706.1027954,766.36084,765.1134049,..
393,..,..,..,..,..,..,..,..,..,..,21.1029225,21.50982741,23.49069354,22.96318792,23.23104971,22.00621915,22.63080209,26.92828858,26.02194153,30.44802188,35.04186211,35.75120663,39.58451656,45.44755846,51.79167039,66.92208486,75.84097375,70.60393398,73.73772741,83.32738945,100,108.5010192,126.5265908,133.9342968,155.4895162,189.0376367,211.2888605,242.0693463,283.2109767,266.353924,334.7927756,384.8991163,377.9327519,409.8935616,430.5880027,422.4718463,434.3545807,461.2043143,477.8606632,491.4029668,..
394,467292709421.314,518188408324.975,602533877084.522,534348979624.121,419829126978.38,450161122076.278,590403477534.53,700807135077.929,659609613715.332,678438642183.695,623574627239.141,715518789863.717,785403701969.599,969221760600.916,908427452082.74,874163411284.596,1101845842077.46,1175779973600.25,1294450733199.24,1404902348118.17,1407922877649.19,1687696461996.14,1884821392925.28,2442128906483.12,2900370043694.32,3453924312568.64,3361026365627.61,3790447915646.72,4440933132702.82,4686216571671.51,5346504064089.09,5503651391945.98,6170250039001.09,7175254496006.51,8342348245528.9,10624955951024.4,12824983691952.9,13552515362475.1,16346157153792.5,15354717401602.4,18812319619117,21439310000000,22596983202024.1,23669683919039.9,23606651561331.9,22506663130907.3,24003292072352,26352741768931,28180573750934.4,29170296159353.5,26860826082236.1
395,3.78282506203901,3.66720521708832,4.02748926158673,4.20876319232271,4.83132100338351,5.64706215784259,6.68651286170258,6.38317181382281,6.31482523475021,6.74963815734046,6.13955113205993,5.93602662650719,5.98329984870626,5.83762942419484,6.28340139298242,5.25455499627934,5.19622166028455,5.60458088400527,6.03521975491727,7.0161302779135,7.05335023415339,8.49424077053547,8.84292692502088,9.83421745486326,9.88808491615672,10.8439680348823,10.3851692716063,10.6907173181022,11.018469179248,11.4520646128009,12.9972363111656,12.5583796339108,14.2643839244292,14.9479138582269,17.8591249630479,19.6052466949414,21.2679414220966,20.7996997489457,24.0973572601391,20.4005193744525,22.4009332488238,24.5404113195634,24.5344306614108,25.4308613005206,22.9679630081088,19.8131891564097,19.1582349105904,18.7917648392972,19.9412406764114,18.4293865080003,18.0765867880475
396,31.5578163494325,1.05203720764393,8.23785444536955,4.96345587433021,8.19979729914841,16.4488383217807,19.8188369167184,-3.5673562469465,7.80303030303094,11.1541910000722,5.23732968932076,-0.81693405260485,6.0205080221556,-0.914918273804616,7.29785195740425,-6.31491087583782,5.43238101929842,12.727278511821,7.4730633556857,11.9791334018758,11.1044182125269,9.6622863287694,4.89324425407693,13.7795937608805,13.0436650864232,31.3960730985902,6.28973043769874,-2.32817624087231,13.8843218392379,17.9994694789255,18.153511026272,4.30952451749982,21.0850028148714,9.58221991967588,27.1764118205114,26.0850744284358,20.3938054974044,5.86653905014897,14.7781351310408,-4.83422535371287,19.4781354582247,15.4929814531656,6.80548879791374,7.79238923851599,1.77759073335379,-5.64708727457766,4.98425762114994,4.56470776307569,12.346665026251,-3.30570075170125,-8.0829758173404
397,..,..,..,..,..,5506716461.9692,6466191483.17676,7565571017.55048,8124589101.05027,9679969986.92073,11274397263.3685,11234710725.9819,12159028818.9729,13059989650.5483,13423608500.9944,12849204785.9406,13476274302.0899,15247435579.9095,17301077321.6336,20283679802.9595,22911050152.3697,23020341172.3229,24953469070.621,27122896193.4142,31560671994.8993,38013243235.1157,40975672886.2795,44812659333.5248,45766843440.0458,51386266375.4722,59931697987.5545,62130222527.4738,70619282935.6584,84795030552.851,116019759652.382,154582031679.649,193316062904.371,240082039833.715,305119336663.061,260847157421.868,348035371769.33,446375404070.601,443845180758.278,468273426431.433,485583046457.597,428630903175.949,430433487927.696,489400913160.193,537042432147.227,546033120468,484953337390.121
398,9044976260.40166,9140132776.08365,9893083610.29093,10384122449.8983,11235599442.0853,13083725028.7969,15676767154.886,15117521022.4669,16297145768.917,18114960535.5422,19063700741.8789,18907962878.8318,20046318300.7781,19862910871.4193,21312476701.2466,19966612792.1292,21051275275.6456,23730529710.2671,25503927230.1552,28559076695.7728,31730396009.7078,34796277725.4182,36498944585.8498,41528350876.7888,46945169881.0719,61684109733.1905,65563873958.3025,64037431422.2098,72928594498.4507,86055354606.6087,101677422893.817,106059236362.188,128421829334.586,140727491446.297,178972174066.418,225657198877.833,271677289107.869,287615343363.768,330119527463.673,314160805569.467,375353472834.938,433506916765.068,463009181423.696,499088659050.297,507960412804.794,479275444973.403,503163767865.79,526131723438.544,591091444928.342,571551730590.104,525353342422.916
399,447324004508.29,452030019474.44,489267594528.12,513552175689.92,555662413121.86,647062425071.18,775302671845.4,747644863548.58,805983818810.33,895884793390.11,942805233656.44,935103136652.96,991401096010.58,982330586216.48,1054019618130.86,987459218632.05,1041101765798.33,1173605687122.97,1261309983667.6,1412403989222.32,1569243235035.98,1720868009600,1805074284600,2053806188100,2321697788800,3050619723700,3242495481000,3167004471600,3606721565100,4255912312400,5028509823300,5245214687000,6351168351400,6959751270300,8851161937200,11159994116300,13435941609900,14224166371200,16326232898800,15536986008700,18563301189600,21439310000000,22898359840400,24682689168400,25121446363800,23702816363000,24884225794000,26020117980600,29232734787100,28266388053500,25981622742700
400,17710000000,18380000000,22250000000,28300000000,38350000000,48120000000,61390000000,66400000000,71150000000,83400000000,90290000000,102560000000,115630000000,131390000000,158460000000,149510000000,165430000000,202810000000,259130000000,346090000000,406350000000,562540000000,673120000000,861470000000,1016070000000,1307330000000,1448540000000,1652030000000,1952800000000,2276970000000,2781260000000,2907570000000,3555560000000,4174250000000,5690510000000,7120870000000,9048720000000,10189070000000,13287650000000,12987800000000,17101930000000,21439310000000,24397070000000,28567813002200,28636362781800,27286474220000,29487721065300,32115205714400,37662935333900,37505668246200,35405093039000
401,2361333333.33333,2469898946.46313,2878172457.50653,3599135190.13099,4808415667.78675,5560820024.49904,6868196413.18819,7754744525.54745,8670273695.49852,10326383041.9494,11439539833.7726,11485654131.2966,12009388988.7104,12741342694.5045,13330753440.7915,12217464494.0919,12937864153.5995,15638662913.9839,17899797605.808,20770717303.6297,22639774911.5525,22943398073.2995,25486060890.6036,27466578243.4169,32361287610.239,39068859788.0594,40803024157.2021,44459245982.728,46426482685.1663,52544410650.2485,60878396865.5263,60963525504.4702,73452725999.4092,90838365703.7158,126647719432.562,160837835640.201,199973922363.783,253077318576.18,288902151603.701,273751836387.128,375353472834.938,447383950836.263,448400543291.471,472180427427.899,468346037554.217,416787832621.795,439642787829.497,498258560860.385,538635201541.984,529016294712.047,474145930752.511
402,..,..,..,..,..,5636968909.07184,6661560791.73256,7840968128.7459,8514619552.169,10428503619.9773,12332288192.5845,12206338970.0868,12766863800.6515,13539767310.4253,13910878312.4505,13377661332.0063,13993904624.039,15697155996.8648,17728231448.1121,20729919596.4983,23347444193.7765,23252022608.5507,25330278382.1069,27498376328.7739,32381442656.1476,39498835731.1437,42386680921.7444,46296383982.689,47572909237.4584,53305746337.785,62452794818.227,65653991098.3957,73807543012.0805,88285790487.1794,120709686233.237,160227975266.081,201515491085.499,252731820023.939,320712687124.132,274579963326.257,357996440571.598,456522683721.069,453744167574.111,479503178064.073,498219673269.87,443164297038.465,445918512250.488,507948171892.783,558423279580.479,569380732947.818,507736620611.075
403,-0.096119213885802,-0.335196124304047,0.318578925860344,-0.514569634114367,-1.18924824698671,-0.999853898271381,0.571822650658715,0.11824248992473,-0.273361373478997,-1.41952821678359,-3.10547458413088,-2.63521150843284,-2.1593280522919,-2.01533503829422,-1.44257315837877,-2.39092620157102,-1.8268285786263,-1.37565226766817,-1.42001060648055,-1.13587153477851,-1.39956104190916,0.000754989935874379,-0.74724519178629,0.016895123258149,-0.301974544025848,-1.17951263610586,-1.15914932817409,-1.2379522302579,-1.66253172043498,-1.91146881869106,-0.906450287738938,-0.876495485614968,-0.979895086439782,-0.696608416563667,-1.78556413335122,-2.79117622521752,-3.18859765485714,-4.08686918154988,-5.17350591894442,-5.47183089419678,-4.45333999983298,-6.54305737438508,-6.7248604059132,-2.98240934563983,-2.98625973083132,-2.29653555305622,-1.76601589208638,-3.1589672759259,-3.71617580351673,-2.52799802647215,-0.316709789717075
405,-450000000,-1680000000,1760000000,-3460000000,-9440000000,-8520000000,5250000000,1230000000,-3080000000,-17540000000,-45670000000,-45530000000,-41730000000,-45360000000,-36380000000,-68030000000,-58160000000,-49780000000,-60970000000,-56030000000,-80630000000,50000000,-56880000000,1480000000,-31030000000,-142200000000,-161680000000,-191300000000,-294650000000,-380050000000,-193970000000,-202930000000,-244250000000,-194530000000,-568940000000,-1013790000000,-1356630000000,-2002019100000,-2852750000000,-3483590000000,-3399890000000,-5716230000000,-6687210000000,-3350295983900,-3723256476100,-3162759799500,-2718193208600,-5398688456300,-7018725226200,-5144732043400,-620312877800
406,-60000000,-225757901.526553,227666675.290404,-440035609.818136,-1183610010.53212,-984584094.113297,587360012.530347,143649635.036496,-375325973.044771,-2171759694.91358,-5786286235.55646,-5098886823.3028,-4334098438.97677,-4398716071.41125,-3060537739.34112,-5559187409.09017,-4548547295.97622,-3838531827.11956,-4211595183.9853,-3362660841.17534,-4492297406.46851,2039268.14744724,-2153623638.36691,47187407.3389172,-988288951.101514,-4249571157.90354,-4554263565.89147,-5148244133.88126,-7005101968.03781,-8770209211.20039,-4245767256.56937,-4254868577.75467,-5045851659.19171,-4233284369.72961,-12662301532.5449,-22898296050.0163,-29981104763.5886,-49726385780.6745,-62024933903.8475,-73425765697.0262,-74620847983.6356,-119283202737.811,-122906094752.532,-55375054071.0292,-60893641789.1652,-48309642033.9553,-40526497027.0754,-83759162706.0161,-100378062497.408,-72566286914.8201,-8307246261.95071
407,13.579308317742,13.9318252853816,14.1113138586221,12.8856255776567,12.8043772650961,14.1229173890533,14.2366681695555,12.7167688924553,12.0488845912931,11.875084806451,11.0961065450917,11.6154843127847,13.4676142638651,14.1016505674212,15.5308683631606,16.8298242293943,18.1397801863604,19.2859862568521,20.2016596316478,25.1949216518246,26.350386012002,31.8999260564656,30.9286985726782,33.1574329342759,30.2989741846704,26.3321718107235,24.1426421071228,22.8125367543987,23.5364553463337,21.9170633132103,21.8229075339425,20.6760606582492,20.6732475502549,19.7092213380432,17.5589283986737,14.8800533757008,17.0996791243179,16.8414240501213,19.0571988501473,19.2155813694679,17.5203291659802,18.5055754118319,21.7351844879841,23.3008681207074,22.7049090729795,23.0295140111876,20.2630882213667,19.4915650487909,19.4109438144386,19.7355950256712,..
408,8142121119.4,9010742281.7,9679268976.8,10513120720.3,11651438629.8,12575090794.8,13615327138.4,14830697348.6,15869249175.3,17492384895.1,18438398267.7,19259340033.5,21021414223.2,22675064957.4,24685418438.3,29913786295.9,35426751690.1,43638332928.6,50252080923.5,64637800566.1,72156192610.5,74183986392.8,76714966181.5,82803139952.3,89600797344,86344462374.7,85878867453.6,88342208510.6,93706497935,94885176896.5,96781987974.9,95902046811.4,100722537163.6,111545423184.6,115722622000.4,111405902598.6,133403766763.4,166888120407,182241195718.7,203472565532,227852907387.3,250239597806.8,293112782271.8,328412500816.6,366169347893.8,391749967267.5,366221107921.7,408200387967.3,411577479591.5,447753744545,..
409,100000000,100000000,100000000,139100000,267000000,277000000,295000000,295000000,348000000,335000000,336000000,873000000,1029000000,1185000000,1341000000,1497000000,1388123000,1652372000,1473113000,1551000000,1488016000,1545370000,1204960000,1769970000,6426520000,6618200000,7382036000,9208043000,8409214000,7943879000,15586000000,16924112000,18670394000,47872860000,50843133000,56679772000,73360730000,96980458000,105924840000,118179578000,127289639000,142313869000,173217995000,206950691000,213654172000,229444505000,213247629000,225284025000,231178894000,255956581000,..
410,8042121119.4,8910742281.7,9579268976.8,10374020720.3,11384438629.8,12298090794.8,13320327138.4,14535697348.6,15521249175.3,17157384895.1,18102398267.7,18386340033.5,19992414223.2,21490064957.4,23344418438.3,28416786295.9,34038628690.1,41985960928.6,48778967923.5,63086800566.1,70668176610.5,72638616392.8,75510006181.5,81033169952.3,83174277344,79726262374.7,78496831453.6,79134165510.6,85297283935,86941297896.5,81195987974.9,78977934811.4,82052143163.6,63672563184.6,64879489000.4,54726130598.6,60043036763.4,69907662407,76316355718.7,85292987532,100563268387.3,107925728806.8,119894787271.8,121461809816.6,152515175893.8,162305462267.5,152973478921.7,182916362967.3,180398585591.5,191797163545,..
411,283000000,318000000,350000000,378000000,437000000,473000000,499000000,432000000,651000000,698000000,1271000000,1597000000,2397000000,3338000000,3672000000,4358000000,4946000000,5673000000,6358000000,7501000000,8544000000,7070000000,6340000000,3626000000,4264000000,5049000000,6726000000,5046000000,4329000000,3933000000,3462000000,2742000000,4093000000,6327001000,6864000000,8816000000,25097000000,36093000000,43821387000,46603000000,56448000000,78052000000,93349000000,92706062000,85574341000,81562824000,83932884000,97608593000,103923910000,106779537000,..
412,8425121119.4,9328742281.7,10029268976.8,10965917520.3,12696953185.8,13865614018.8,14586390285.7,15414657569.6,16520249175.3,18190384895.1,20723360696.4,22480074709.1,26942860601.2,30649492455,32763961315.2,38934813159.4,44909442697.3,53424896488.5,59288500301.3,73721064976,83471522909.2,84852336186.3,87775440181.5,91330328767.5,97898626998.8,93808975940.1,93966076365.7,94059291709,98333648294.5,99779510346.3,101131491179.6,99500093585.5,105741601402,118884622369.5,123644485822.1,121195478444.5,159525518911.4,204057539299.5,227111768434.6,256312241333.4,290427544563.2,334399298473.1,392576047064.3,427245080644.8,457507409077.4,478825585025.1,455502090498.9,511474554373.6,521034317277.3,560034518482.5,..
419,5.587,5.519,5.444,5.363,5.278,5.192,5.108,5.029,4.956,4.889,4.827,4.766,4.703,4.636,4.563,4.484,4.399,4.311,4.222,4.132,4.045,3.959,3.877,3.799,3.723,3.651,3.582,3.514,3.446,3.379,3.311,3.244,3.176,3.109,3.041,2.972,2.899,2.823,2.743,2.661,2.581,2.506,2.439,2.381,2.333,2.295,2.266,2.243,2.222,2.202,..
420,212.766358664907,214.344493747479,199.87723859041,206.526484284051,169.541441560153,191.158286370849,145.600204542549,160.314972383938,173.052276559865,175.47672135512,183.053202752779,148.029388867264,132.351481127137,145.032608567361,152.249667071618,150.141679381483,135.56441783599,116.262330584029,119.232759070412,132.118677120043,132.502493379837,128.751462074966,124.391689432834,135.275568379785,129.282937810091,122.323912218476,128.156746926633,122.984938510516,122.865994285005,126.089684435893,113.68746025741,118.59459311618,113.401275032345,119.961055081536,121.48632440882,132.896008909816,152.551053782092,172.230339025303,188.965017924367,181.231008642721,171.491764074282,171.196237140606,159.54027888951,149.517841984085,154.546113601489,149.441673137188,144.728520036811,146.530556014768,152.701187574258,..,..
421,14.0545590433483,16.630361300984,17.2792878279001,17.6256178435707,15.9336474696751,21.5882549215883,21.0839396014982,26.5076299372451,31.4324395518228,32.2612026137393,33.9727608778415,37.3489982321744,35.9304362740894,40.7756310989848,48.890708846215,52.9864253393665,58.8559993635601,51.1179191813976,66.0964707615984,69.2107710000245,73.523024122257,77.9993197779167,74.7016643516527,76.1767372344482,83.4558929395478,85.702855272341,89.0423288309269,100.172560813361,104.067951601212,112.171020344774,103.786118188032,108.182198658974,100.329055300688,105.177203862352,115.271510073208,127.614591957051,136.403921543911,142.835225474934,153.349390803506,167.457295914491,179.035876924253,180.748291172705,163.122021642201,156.495698086192,163.498079418137,171.034932487725,165.89798997545,170.001150777414,175.015343698854,..,..
422,88.631912058513,89.9534069738453,89.6071544368723,87.9139401197207,90.2385354738532,87.2222588057793,84.7892602418212,85.4460385801968,85.9883294126975,85.691548246477,87.4980206554448,85.7686060136673,85.3194407047595,85.6358506502559,84.9605257931656,83.9091083093468,84.7093762827989,83.3786161972146,81.7238869173422,79.7351528281004,78.3606254866432,78.0968001480887,76.6593851383476,76.4542220201817,75.2766533792801,74.240728396435,74.8861078469264,74.9405585238924,75.7186237573809,76.1849761478132,75.6868166066933,75.9083073161074,74.3437418243236,72.3799675241435,68.7562502876863,67.7448701330921,65.9124158730268,65.6226268040799,67.2152971379759,67.4195558851381,65.732465629516,67.291674407661,67.1448100211325,67.9409262328044,68.5685739094064,69.4355717870114,69.603829307514,69.4923486310429,70.2055893983676,71.7115897172649,71.6508116047652
423,4.00710076069122,2.77497977393331,0.702427245269874,2.1607036609448,-0.479926541604868,6.10432670318646,2.6007585600877,7.60628310062503,6.25496178041101,-1.28728317937518,8.4731153789962,4.33228887393504,2.00528348337674,7.3496393110198,3.43759549673783,4.97995109065702,3.9887780893809,4.09622393884244,6.13080120418689,5.01770884252248,4.31088143459502,1.82218715460603,2.70211839609482,4.57308073248883,4.35882410865192,6.32831198779814,7.32862893201285,4.13382810842154,7.34317677299545,6.9602393384681,3.10612387283675,5.38102007132144,2.3989553273825,5.45159784663835,4.99589300191256,7.6540710019555,4.80628859934215,7.59380112957741,5.47634323580557,6.43843742370743,6.46889957249854,7.2741326051077,4.66984755371426,6.23725464045475,6.57248310728737,7.85745272369698,7.82001018630454,7.08156986278978,7.35291011200106,5.9050344927694,-7.11212378708692
424,180722203020.452,185737207601.277,187041876352.072,191083297021.911,190166237562.929,201774605982.928,207022276320.112,222768976738.378,236703091091.976,233656052015.288,253453998892.551,264434358287.116,269737016798.221,289561714621.195,299515675083.29,314431409211.289,326973380368.041,340366942248.319,361234162842.333,379359841373.484,395713594345.563,402924236630.758,413811726551.082,432735670886.769,451597857636.118,480176378997.544,515366724033.45,536671098532.996,576079805987.85,616176339265.187,635315539637.875,669501996342.013,685563050150.192,722937190629.528,759054359144.412,817152918736.764,856427646309.2,921463058588.642,971925538468.108,1034502356067.41,1101423274556.54,1181542264091.3,1236718486607.07,1313855767802.33,1400208716195.26,1510229454103.39,1628329551250.84,1743640846019.12,1871849190103.04,1982382530431.25,1841393030933.4
425,8991922439818.05,9241446468810.77,9306360906664.73,9507443787475.77,9461815041311.51,10039395143484.4,10300495572059.6,11083980426037.8,11777279165434.7,11625672231750,12610728853530.1,13157062056573.7,13420898448891.8,14407286077183.6,14902550294575,15644690010505.4,16268721977796,16935125261994.2,17973384125487.1,18875236210052.2,19688925263567.3,20047694330600,20589406767100,21530976960900,22469474375500,23891412816000,25642325807900,26702335479800,28663135176600,30658157986800,31610438351000,33311402383300,34110528045400,35970096857800,37767124409500,40657846927200,42611980388800,45847849436900,48358635038300,51472175494200,54801858834700,58788218716400,61533538910000,65371542421100,69668076003700,75142212139200,81018340782700,86755711186900,93134780647500,98634421569500,91619419410800
426,414946802142.15,450845677377.17,495037741065.24,591139104696.23,716294328817.87,743242234000.41,778464469283.92,888839769194.18,968842273582.8,1058823444629.24,1286770989450.08,1481871424478.03,1648837126360.05,1927442391307.5,2142604630068.82,2387500138872.56,2696858031590.6,3017177823093.97,3508921245102.4,3933156590485.06,4514427769702.18,5172042462900,5835281209700,6697331937800,7735203514900,8950333599500,10445233950800,11580518613900,13419589061600,15147566050700,16196113582600,17574617389900,18531023567600,20212324094400,21908023524900,24605781344700,28043287496500,32146307214100,37063539099900,42922030162700,50183267520000,58788218716400,66768887072600,76321586315100,85491018825100,95625793735700,107131910286900,118762718187900,132596994163800,145940348702100,140336429710500
427,55326240285.62,60584508355.3497,64036134461.1337,75179842896.6336,89810713779.2605,85890197379.1122,87093123892.0063,103806104431.437,118062230214.082,131100916822.995,163030988932.962,165954198991.873,171249039431.681,186910754483.325,180250751259.281,195098643410.574,210914482586.368,232654341141.533,242384054729.489,236049824184.095,251521172783.362,210943629036.731,220938810649.23,213533601508.722,246362106616.09,267475945977.85,294225311846.494,311653617466.353,319041539947.982,349552225510.105,354513217160.806,368490057154.419,382824139263.44,439852545441.488,487583927750.502,555766446476.004,619748008187.936,798453757984.834,805841227907.796,904693988089.04,1101423274556.54,1226760821685.46,1227163968391.32,1261474206844.74,1398200610122.73,1460638226562.39,1597267269306.12,1842570823752.73,1896331447405.64,2058484120655.32,1879389132243.58
446,981356,981356,981356,981356,981356,1465415,1613644,1726746,1867828,2016066,2149470,2295530,2466364,2668240,2897862,3165214,3487908,3800986,4174278,4588832,5074734,5809929,6796748,8025586,9795304,11978000,14542651,17801696,21593686,26511345,32436134,38536187,41420000,42000000,46198025,50176509,40770000,39250000,37900000,37060000,35090000,32835261,30940618,29032974,27000105,25520000,24404000,23234687,21868192,21004534,20052162
447,0.176760455,0.17676,0.17676,0.17676,0.17676,0.235180258,0.253068987,0.264672405,0.279824501,0.295180046,0.307527184,0.320880368,0.336824767,0.356036416,0.37789981,0.403540972,0.434914672,0.463714651,0.498439745,0.536495493,0.581113365,0.651868467,0.747464595,0.865381992,1.035880397,1.242630907,1.480371084,1.778568835,2.118100419,2.55393639,3.069930402,3.584761298,3.788470575,3.778598784,4.08968358,4.372261674,3.498110644,3.31724863,3.156571532,3.043377037,2.842950282,2.62621592,2.444390965,2.266709802,2.083983399,1.947864992,1.842482612,1.735645771,1.616701793,1.537197094,1.4530506
448,29.675307433731,30.4198593814107,29.6825357534986,33.3365372242643,32.5560728680838,37.7297097423695,31.5993613675564,32.2149600874442,28.5086673812097,30.8038908856838,28.16665277385,30.1775740208837,26.771072521637,23.9161132613611,23.2678087839019,25.3459734937148,24.4108469778058,19.7211946010662,16.6695970281774,16.3941296355506,15.5783072295003,16.7972029517343,16.179919526912,16.793863541643,15.5277562103089,18.6790965761611,18.5404552919158,17.7632570092899,17.1753730584789,14.4937742856555,12.7907294175608,13.2838533812398,12.7330052345636,11.0578687667013,10.3886899827329,8.96984978738541,8.55626282024585,9.18976112749051,9.94992181835055,7.97883157331621,8.25712923595429,8.95860027313277,10.5448114718212,11.119220989617,11.3379606927398,11.3300093919788,11.1636145857259,11.677212661407,10.5010187212657,10.4144878303347,..
